IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,aicomfort,aitrust,treatment,statement,statementtotaltime,statementnumberclicks,cointasktimer,tasktimer_Click Count,heads,modalflips,expectedlied,expectedshirk,justifylie,risktolerance,liesonprolific,liessignificantother,liesdatingapps,liesontaxes,liedoncointask,qualtricsID,prolificid,Reviewed at,Time taken,Totalprolificapprovals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,session,Submission id
69.209.125.47,587,3/28/26 13:29,R_5GwdHR6FXCdqCUI,30.5089,-97.6796,EN,75,60,c,,,,15.689,1,10,7,75,65,Misreporting would be justifiable if someone was on their tablet and didn't have any coins around them or they were somewhere confined like in the car which would make it hard to flip a coin. A fair work around would be putting 5/10 since that's most probable outcome and morale alternative.,65,5,3,2,0,2,R_5GwdHR6FXCdqCUI,69a4b8fb0f0e145991c567de,2026-03-29T15:02:31.072000Z,520,3042,40,Female,White,Spain,United Kingdom,Spain,Spanish,Yes,Full-Time,7,69c8269d3a761247c2668de8
73.236.167.13,362,3/28/26 13:34,R_6hQKyoMMTbQGfLN,40.4064,-79.9856,EN,90,91,c,,,,15.726,2,10,10,100,95,"Each sentence has to have twenty words in it? Wow, that is quite tricky to come up with sentences that contain at least twenty words. I think people want the biggest bonus with no repercusions. This is four sentences but still under 40 words. Ugh.",20,0,12,5,0,2,R_6hQKyoMMTbQGfLN,5711c09d28742b0011c585be,2026-03-29T15:01:48.840000Z,562,855,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,4,69c8dc32b8bc044ba44ed936
41.234.57.94,498,3/28/26 13:12,R_2b4s1VG313OYye5,31.2054,29.9169,EN,100,92,c,,,,15.938,2,10,6,72,92,people my not concentrate to count how many time or they focused more on what number they get instead of counting,75,0,12,0,5,2,R_2b4s1VG313OYye5,69809a5c9cd4f152dd119b37,2026-03-29T15:03:35.917000Z,518,3693,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,4,69c8d94fc6d198fa42bc866d
107.199.40.34,771,3/28/26 17:33,R_6zvSxaYELhiuHyJ,33.5631,-84.5832,EN,18,15,c,,,,16.224,1,10,5,10,6,"I don't believe it would be acceptable under any circumstances, people will do, only as much as they have to, when no one else is looking. I know that The Lord Is always watching me. Therefore I dance to the beat of a different drum.",51,2,0,0,0,2,R_6zvSxaYELhiuHyJ,66635bba3a9f49a2dd23cac3,2026-03-29T15:02:50.869000Z,676,3828,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,6,69c87e9c10c0395204974655
82.42.119.218,229,3/29/26 01:22,R_8agCBBsHPAerL8t,53.4174,-2.9112,EN,70,70,c,,,,16.43,2,10,10,46,62,If the person needed money desperately,69,49,59,69,38,2,R_8agCBBsHPAerL8t,66597efb84cb793eeaa06ef8,2026-03-29T15:02:46.209000Z,749,2575,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,6,69c87ec46d64656ffb968666
81.132.105.42,463,3/28/26 19:51,R_2G9sHZkrYOVSr5i,51.279,1.0763,EN,0,0,c,,,,16.537,2,10,7,89,75,It could be justifiable to misreport the coin flip results due to not being instructed to give honest/accurate results. People could morally get away false reports because they were not explicitly told to tell the truth.,5,0,0,0,0,2,R_2G9sHZkrYOVSr5i,57681fca8e454c000133a203,2026-03-29T01:43:06.385000Z,453,2218,58,Male,White,United Kingdom,United States,United Kingdom,English,No,Part-Time,6,69c881b4119466f87796531e
197.133.29.43,281,3/28/26 19:37,R_8jffct1xTLnFSNr,30.0507,31.2489,EN,100,70,c,,,,16.794,1,10,10,82,70,"Some people may think misreporting is acceptable when the stakes are very low and no one is directly harmed. Others might justify it if they believe many participants are doing the same thing, or if they feel the reward is too small to matter ethically.",100,0,0,0,0,2,R_8jffct1xTLnFSNr,68c91cf657e369ac5e1a5663,2026-03-29T15:02:22.449000Z,349,3057,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8e50d2851fbf5e8154e70
45.241.65.46,389,3/28/26 19:38,R_2jBuKgU2niqoL8z,29.8415,31.2953,EN,100,93,c,,,,17.908,2,10,6,72,85,if they do not know how it works,60,1,1,1,1,2,R_2jBuKgU2niqoL8z,69839e45e8ca9d3863565d6d,2026-03-28T19:23:22.249000Z,726,1489,25,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time,3,69c82c47a01591934bb09769
92.20.211.15,302,3/29/26 00:58,R_2xbmeZamLK3kz61,52.6049,-1.1488,EN,72,75,c,,,,18,3,10,5,50,49,"Misreporting is not really justifiable as it is not in the spirit of the survey. However, many people may not actually have a coin available to flip.",31,9,5,19,0,2,R_2xbmeZamLK3kz61,644183766b1387e7b9a7b428,2026-03-28T19:26:17.277000Z,315,8338,27,Male,White,United States,United States,United States,English,Yes,Part-Time,7,69c82676ce75191f6ffa5240
136.32.206.141,268,3/28/26 13:14,R_6WiJgW3wO2tHSVP,39.2102,-94.6372,EN,80,70,c,,,,18.004,2,10,10,60,59,I think that some people did not get up to get a coin. I also think that most people do not have coins at their desk.,30,0,0,20,50,2,R_6WiJgW3wO2tHSVP,5d851419d126db0001cf0396,2026-03-29T15:02:23.279000Z,251,828,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8a1b82b8452cb23921558
85.31.128.243,545,3/28/26 19:31,R_29XSncatnbaelxL,28.4657,-16.3086,ES-ES,91,81,c,,,,18.418,2,10,5,20,5,"I can't think of anything to justify it, since from my point of view these studies are done with a purpose and if we cheat the study will be wrong.",59,0,15,0,0,2,R_29XSncatnbaelxL,69a0e5a8beba3e76ff3ee800,2026-03-29T15:03:42.971000Z,1035,4232,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c925dd2cd50854a37db33d
109.149.140.140,620,3/29/26 05:14,R_2HjXLdamkGAySFD,53.4159,-2.1843,EN,20,40,c,,,,18.471,2,10,10,20,1,They did not read it carefully or English is not thier first language so it is difficult for them to comprehend. or they used AI like ChatGPT and it gave different advice. or they may not have any coins with them so they could not proceed the task.,71,100,5,0,0,2,R_2HjXLdamkGAySFD,676578e9b3ad38588f8808ba,2026-03-28T19:25:20.631000Z,317,7446,66,Male,Black,United States,United States,United States,English,No,Full-Time,6,69c880bb331334cbd2ccd9a4
37.181.200.33,394,3/29/26 09:29,R_8Hv3ycc46IBwwgA,43.3071,13.3062,EN,100,75,c,,,,18.485,2,10,6,71,76,"Idk tbh, probably just if the payment is too low, or the time exceed",38,2,0,0,0,2,R_8Hv3ycc46IBwwgA,60db17c94bfd0c306f2af90b,2026-03-29T01:30:36.815000Z,353,783,47,Female,White,Australia,United Kingdom,United Kingdom,English,Yes,Full-Time,3,69c8318820910afcc71bfea7
102.253.97.21,620,3/28/26 19:49,R_2HMmRuAmaF7oo3C,-26.2309,28.0583,EN,98,100,c,,,,19.104,1,10,10,88,69,"Getting the flip correct depends on the focus of the person, I might say. It is possible that out of 10 flips you could get 6to 7 right.",58,27,15,42,5,2,R_2HMmRuAmaF7oo3C,6682b534a95a5c47fa513e40,2026-03-29T15:02:31.343000Z,295,2755,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8d822a2051725a73ca106
97.120.241.97,337,3/28/26 13:26,R_3go1zG8bYXUAW8V,45.5653,-122.6448,EN,100,80,c,,,,19.837,1,10,8,80,80,"A circumstance in which misreporting could be justifiable could be if it could save someone money from a parking ticket, for example. If they were parked in a spot for just a little bit longer than they should have, then they could just say that they parked there later than they actually did.",80,1,1,1,1,2,R_3go1zG8bYXUAW8V,69b8da141f8a6e6d2681f5a5,2026-03-28T19:25:17.386000Z,486,968,32,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6,69c882be3cfb8ed6847048fb
90.164.53.128,471,3/28/26 13:13,R_2DOKDWNTKSsjGUs,41.5452,2.0767,ES-ES,70,60,c,,,,20.412,3,10,6,65,57,When the report requests for PII that was not agreed upon and is foul play.,15,0,10,25,5,2,R_2DOKDWNTKSsjGUs,69a6ca86d513ee259b1b9cbe,2026-03-28T19:24:06.574000Z,351,6205,56,Female,White,Sweden,United States,Sweden,Swedish,No,DATA_EXPIRED,7,69c825e3d6ae08383eefe281
38.34.109.97,176,3/28/26 13:28,R_3r36vEPN9JUo0bh,38.9091,-77.0203,EN,0,45,c,,,,20.482,4,10,5,90,9,I don't think it's actually justifiable to misreport the results of the coin flipping under any circumstances. The amount of money being provided doesn't really change anything and it's not fair to the researcher.,7,0,0,0,0,2,R_3r36vEPN9JUo0bh,633eb584ec1a3cf0efdc2563,2026-03-29T01:42:05.918000Z,653,7937,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,4,69c8d2e070986bfb4b7297d5
104.138.202.120,501,3/28/26 15:35,R_1pYHlPzh3cyhqEH,36.296,-76.2435,EN,100,80,c,,,,21.82,1,10,6,73,55,"Misreporting could be justifiable if they genuinely made a mistake in counting the number of heads and tails. It could also be justifiable if they were quadraplegic or an amputee and had no way of physically flipping a coin and tallying the results. Other than that, I don't think misreporting is justifiable.",30,0,1,0,1,2,R_1pYHlPzh3cyhqEH,63df1d550a6028079e564d7e,2026-03-28T19:22:13.066000Z,367,1397,27,Male,White,Canada,Poland,Poland,Polish,No,Full-Time,7,69c825ffc9d494152864e22d
196.137.193.1,536,3/28/26 20:23,R_2kKBwuscqsB5YHf,30.0046,31.2044,EN,91,66,c,,,,22.223,1,10,10,72,73,"While professional and ethical standards generally demand absolute accuracy, some argue that misreporting could be justifiable in extreme, life-threatening circumstances where the immediate safety of individuals is at stake. For instance, a journalist or official might withhold or slightly alter specific location details during an active conflict to prevent the targeting of innocent civilians or to protect a vulnerable source from direct retaliation. Under these rare conditions, the fundamental moral imperative to preserve human life can sometimes take precedence over the technical requirement for total transparency",71,15,30,6,60,2,R_2kKBwuscqsB5YHf,69809442f93e167c1d899e97,2026-03-29T02:55:48.810000Z,550,2139,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8d3a673312dd1b0fa8fa1
86.151.17.239,319,3/28/26 19:28,R_8dGhksnCvrhMqLH,53.5161,-1.6173,EN,91,89,c,,,,22.264,1,10,10,71,50,"I believe that is justifiable if it does not hurt or harm anyone. I also think if someone needs the money it would be fair to misreport as it may help them a lot even if it seems like only a small amount of money. I also think as it is impossible to know if anyone misreported, I believe that makes it slightly more justifiable as if it was a big issue, someone should have thought of this issue and fixed it.",70,15,15,24,9,1,R_8dGhksnCvrhMqLH,65fb70d4e69155a62d58ac90,2026-03-29T01:41:49.785000Z,855,2752,68,Male,White,Canada,Canada,Canada,English,No,Part-Time,6,69c87f1c3b98afa74843e7a7
70.139.128.223,363,3/28/26 14:59,R_6ENoTMixo9SA8Nu,29.9762,-95.6401,EN,89,68,c,,,,22.437,1,10,10,50,51,"You can sometimes mis report when you know it will hurt someone to not misreport. You really should never misreport, but sometimes it keeps the peace.",65,0,21,0,0,2,R_6ENoTMixo9SA8Nu,6171d1a54351e01719a6df6b,2026-03-29T15:01:58.603000Z,226,659,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,7,69c8260cf3760c6fec5be45b
201.139.180.24,565,3/28/26 19:47,R_5GP2n9VGvLBy6co,19.84,-98.0231,ES-ES,70,54,c,,,,23.665,3,10,10,50,39,"The task assigned to us this time, which consisted of flipping a coin, doesn’t leave much room for falsifying or misreporting results, it's a simple and very easy task, it doesn’t even take much time, the only justifiable reason I can think of is if the person carrying out the task didn’t have a coin at hand",61,15,5,20,7,2,R_5GP2n9VGvLBy6co,67be74be3dad3fb33710719e,2026-03-29T15:03:14.309000Z,679,3487,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,6,69c87f0e3e9458f96c3adade
41.13.90.96,866,3/28/26 19:35,R_82530aYuWOz6umj,-25.757,28.1443,EN,87,60,c,,,,25.53,2,10,10,51,51,"I said 50% because the text says, 'Many hundreds of people also completed this task. If they were all being completely honest, the most common report should be 5 out of 10', so I assume that half of the people are going to flip the coin. Also, if anyone is asked to flip the coin and they do not know why it is possible to get 50/50, some will flip out of curiosity, and others will not see the reason to flip.",61,0,0,0,0,2,R_82530aYuWOz6umj,67925255e0d43126183fad60,2026-03-29T16:01:16.643000Z,640,3330,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",7,69c826be87ef534513368ecb
91.73.254.198,521,3/28/26 13:14,R_9dAdIIzLjtaJpYp,23.75,54.5,EN,70,74,c,,,,26.087,1,10,8,92,87,"Misreporting could be justifiable in specific, extreme circumstances.",73,11,11,11,42,2,R_9dAdIIzLjtaJpYp,6983a486087669a7b57872b4,2026-03-28T19:24:48.549000Z,1113,1816,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,7,69c826730e99a5413c07fc7b
41.114.142.96,863,3/28/26 13:28,R_8R9S3FsekYIVsMQ,-29,24,EN,59,80,c,,,,27.545,37,10,9,100,69,If you show that you no better than chance using standardized test .you can charge with perjury,100,5,54,27,56,2,R_8R9S3FsekYIVsMQ,67d88c098969473416009f09,2026-03-29T15:01:26.716000Z,232,3402,53,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,3,69c862bd98922e38191695c4
92.40.216.239,467,3/29/26 00:18,R_2D9lJQqa78z5PRD,52.455,-1.8641,EN,97,39,c,,,,28.172,3,10,6,65,89,A misreporting can be justified if there is no option provided ro report it.,20,10,0,0,0,1,R_2D9lJQqa78z5PRD,67181a55422d48f5727f08ec,2026-03-29T15:02:08.146000Z,256,4005,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,6,69c87ef1b017af55d62068a7
102.208.171.9,908,3/28/26 21:03,R_2atoUpqAbfOSWJq,-0.7174,37.1472,EN,100,80,c,,,,28.643,1,10,5,50,50,"having reported to flip more than one times and getting a head yet its only in theory, no single oppoertunity or chance was given to actually play or flip any coin so to me this circumstance of misreporting could be justifiable.Additionally it's factual saying ,percentage possibility of getting a head or tail is 50/50upon any flip.",81,0,0,30,0,2,R_2atoUpqAbfOSWJq,698ga6sb3820937465d8a0aa,2026-03-28T19:23:37.694000Z,447,8321,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,7,69c826046585704fd45dbdf8
86.183.158.226,220,3/29/26 09:50,R_22JhM53duLEMG50,51.731,0.6886,EN,80,61,c,,,,30.035,1,10,10,19,39,It not justifiable to not do the actual experiment. Especially as you are being paid.,70,0,0,0,0,2,R_22JhM53duLEMG50,6329c13285c93cafdf51ed77,2026-03-28T19:28:58.059000Z,1406,1338,27,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,3,69c833fa6c37290e8d150388
187.184.7.188,315,3/28/26 13:11,R_615leFvYnDjthtg,18.8956,-99.1734,ES-ES,94,80,c,,,,30.798,1,10,5,90,81,"Wasn´t there a prior analysis based on what was required, or the instruction was not understood.",90,0,9,0,0,2,R_615leFvYnDjthtg,646928f9c5da5dae756cda3c,2026-03-29T15:03:33.496000Z,376,692,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,7,69c82670708daf95d4bbf6f3
41.90.5.73,1269,3/28/26 13:26,R_2oog7QBunL1XbKF,-1.2841,36.8155,EN,90,72,c,,,,31.683,2,10,6,82,91,"Someone might feel that misreporting their results is justifiable if they are facing financial situation and really need that extra bonus money. In mind, getting a few more cents to help with their daily needs is more important than overall accuracy of the research data being collected here.",88,0,1,1,0,1,R_2oog7QBunL1XbKF,698344d47fcd522befc7deba,2026-03-28T19:24:42.497000Z,544,11455,39,Female,White,United States,United States,United States,English,No,Full-Time,7,69c826316857fa12258976ca
197.36.46.80,421,3/28/26 13:11,R_2HGgORX41ccFVPB,30.0507,31.2489,EN,100,86,c,,,,34.112,1,10,6,18,91,when it shows like a 10 or a 9. these results are very hard to get in the real life especially when it's under the same circumstances,93,75,100,92,1,2,R_2HGgORX41ccFVPB,69836ea7ac4722aa1255a855,2026-03-29T15:03:21.470000Z,343,3216,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8d0a80996d8688502c873
102.100.98.202,803,3/28/26 19:45,R_8wbP6TUGBIdtmGJ,31.6348,-8.0025,EN,82,81,c,,,,34.805,1,10,5,25,10,"Misreporting could be understandable in limited situations, such as when the stakes are very small and a person feels the task is more symbolic than serious. Still, I think it is generally better to report honestly, because even small dishonest actions can affect the quality of the study and make the results less trustworthy.",82,7,7,16,5,2,R_8wbP6TUGBIdtmGJ,69807f12172ef48a2ac7edfa,2026-03-29T15:02:48.037000Z,1299,6003,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8c21e77b93abb5cff1404
154.189.155.169,564,3/28/26 13:15,R_8yllpShaJF58gYD,30.0507,31.2489,EN,100,100,c,,,,36.225,1,10,6,50,20,"Misreporting would be justifiable in anonymous tasks with no real consequences ,however honesty is still important for accurate results.",80,0,0,0,0,2,R_8yllpShaJF58gYD,69809b4956d7129d4b119b43,2026-03-28T19:39:00.799000Z,1002,1580,25,Female,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,7,69c82648dbec09642fc397bf
156.198.70.132,576,3/28/26 13:15,R_8MtBHRPl0lWkc92,30.6807,30.9453,EN,90,90,c,,,,37.282,5,10,10,90,90,"Misreporting could be justifiable if the instructions were extremely confusing or if the system malfunctioned during the task. In these specific cases, a worker might provide incorrect data unintentionally. Otherwise, maintaining honesty is essential to ensure the research remains accurate and reliable for everyone",85,0,30,0,0,2,R_8MtBHRPl0lWkc92,69a93891b30efc63e94a82f9,2026-03-29T00:20:17.879000Z,1659,8464,38,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,4,69c8bf233e177b466eb00033
73.46.71.52,347,3/28/26 17:22,R_5IGDZk0TsyighVc,27.2621,-80.3835,EN,71,61,c,,,,48.499,3,10,5,62,52,not having a coin would be the only justifiable reason not to flip a coin,28,6,4,8,2,2,R_5IGDZk0TsyighVc,69bf30ef3095a31583f4d327,2026-03-29T01:34:05.286000Z,411,2444,65,Female,Other,Lebanon,Canada,Lebanon,Arabic,No,Full-Time,7,69c827d5aa47666c72a4ad60
109.153.131.105,654,3/29/26 01:21,R_8f9Fq35W4C5S5DI,51.6422,-2.1721,EN,90,75,c,,,,49.387,1,10,6,87,55,"did 11 flips or did less than 10 flips can all result in misreporting. if 10 heads or zero heads, there almost certain misreporting",50,2,0,0,0,2,R_8f9Fq35W4C5S5DI,69af10e0c0e5bed83ce8a4d1,2026-03-28T19:21:45.027000Z,462,668,25,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking),6,69c881afb47933e88ae42534
213.137.81.154,785,3/28/26 21:56,R_83pVii5yDWJreTt,51.5081,-0.1278,EN,80,80,c,,,,50.801,2,10,5,5,40,"Misreporting might be justifiable if a person is in extreme financial distress and desperately needs every cent. In that specific situation, the personal need for money might outweigh the requirement to be honest about a simple coin flip.",85,0,0,0,0,2,R_83pVii5yDWJreTt,6759faea38faca8e359a5f99,2026-03-29T01:33:39.744000Z,639,4847,58,Male,White,United States,United States,United States,English,No,Full-Time,6,69c87e7c2c8f3be026e20fd0
89.214.145.44,424,3/28/26 13:14,R_8gam9UWzMXynATD,40.2057,-8.4213,ES-ES,74,59,c,,,,52.982,1,10,6,48,70,"Misreporting might be justified if there is fear of punishment or strong external pressure. However, honesty is usually best to keep trust and data integrity",70,0,0,0,0,2,R_8gam9UWzMXynATD,6060a91a15fd10f42335b02a,2026-03-29T15:03:13.757000Z,1010,3799,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,4,69c8e9052e0fc4dcd1fdbd3f
